"Year","Product","Country","Kilos","Dollars"
2014,"ABALONE FROZEN/DRIED/SALTED/BRINE","AUSTRALIA",67830,1968873
2014,"ABALONE FROZEN/DRIED/SALTED/BRINE","CHILE",36575,835484
2014,"ABALONE FROZEN/DRIED/SALTED/BRINE","CHINA",27113,1328883
2014,"ABALONE FROZEN/DRIED/SALTED/BRINE","CHINA - HONG KONG",31206,823165
2014,"ABALONE FROZEN/DRIED/SALTED/BRINE","JAPAN",6320,162891
2014,"ABALONE FROZEN/DRIED/SALTED/BRINE","MAURITANIA",0,0
2014,"ABALONE FROZEN/DRIED/SALTED/BRINE","MEXICO",45324,2520782
2014,"ABALONE FROZEN/DRIED/SALTED/BRINE","NEW ZEALAND",1064,32841
2014,"ABALONE FROZEN/DRIED/SALTED/BRINE","SOUTH AFRICA",0,0
2014,"ABALONE FROZEN/DRIED/SALTED/BRINE","SOUTH KOREA",0,0
2014,"ABALONE LIVE/FRESH","AUSTRALIA",1557,61876
2014,"ABALONE LIVE/FRESH","MEXICO",8701,156463
2014,"ABALONE LIVE/FRESH","SOUTH AFRICA",0,0
2014,"ABALONE LIVE/FRESH","SOUTH KOREA",600,14670
2014,"ABALONE PREPARED/PRESERVED","AUSTRALIA",17779,1124098
2014,"ABALONE PREPARED/PRESERVED","CHILE",3101,142539
2014,"ABALONE PREPARED/PRESERVED","CHINA",6796,220262
2014,"ABALONE PREPARED/PRESERVED","JAPAN",296,4967
2014,"ABALONE PREPARED/PRESERVED","MEXICO",90651,3486597
2014,"ABALONE PREPARED/PRESERVED","NEW ZEALAND",10098,454350
2014,"ABALONE PREPARED/PRESERVED","TAIWAN",15265,1003671
2014,"ABALONE PRODUCTS PREPARED DINNERS","AUSTRALIA",18626,72000
2014,"ABALONE PRODUCTS PREPARED DINNERS","JAPAN",120,3119
2014,"ABALONE PRODUCTS PREPARED DINNERS","SOUTH KOREA",0,0
2014,"ABALONE PRODUCTS PREPARED DINNERS","TAIWAN",3493,20229
2014,"ANALOG PRODUCT CONTAINING SHELLFISH","ITALY",392,4775
2014,"ANALOG PRODUCT CONTAINING SHELLFISH","JAPAN",3500,18823
2014,"ANALOG PRODUCT CONTAINING SHELLFISH","SINGAPORE",8886,39987
2014,"ANALOG PRODUCT CONTAINING SHELLFISH","SOUTH KOREA",360,2844
2014,"ANALOG PRODUCT CONTAINING SHELLFISH","TAIWAN",127396,608301
2014,"ANALOG PRODUCT CONTAINING SHELLFISH","THAILAND",29243,115152
2014,"ANALOG PRODUCT CONTAINING SHELLFISH","VIETNAM",15746,89441
2014,"ANCHOVY CANNED IN OIL","CHILE",33343,258365
2014,"ANCHOVY CANNED IN OIL","CHINA",1855,16800
2014,"ANCHOVY CANNED IN OIL","FRANCE",0,0
2014,"ANCHOVY CANNED IN OIL","ITALY",52377,843402
2014,"ANCHOVY CANNED IN OIL","MOROCCO",61452,689800
2014,"ANCHOVY CANNED IN OIL","PERU",128797,988373
2014,"ANCHOVY CANNED IN OIL","SPAIN",1194,31538
2014,"ANCHOVY CANNED IN OIL","THAILAND",14167,136612
2014,"ANCHOVY CANNED IN OIL","UNITED KINGDOM",546,8597
2014,"ANCHOVY CANNED NOT IN OIL > 6.8KG","CHILE",0,0
2014,"ANCHOVY CANNED NOT IN OIL > 6.8KG","FRANCE",0,0
2014,"ANCHOVY CANNED NOT IN OIL > 6.8KG","ITALY",8885,131473
2014,"ANCHOVY CANNED NOT IN OIL > 6.8KG","JAPAN",4554,70701
2014,"ANCHOVY CANNED NOT IN OIL > 6.8KG","MALAYSIA",0,0
2014,"ANCHOVY CANNED NOT IN OIL > 6.8KG","SOUTH KOREA",6006,57353
2014,"ANCHOVY CANNED NOT IN OIL > 6.8KG","SPAIN",3615,40124
2014,"ANCHOVY CANNED NOT IN OIL > 6.8KG","SRI LANKA",2262,8464
2014,"ANCHOVY CANNED NOT IN OIL > 6.8KG","THAILAND",2890,15250
2014,"ANCHOVY CANNED NOT IN OIL > 6.8KG","TURKEY",4064,13886
2014,"ANCHOVY CANNED NOT IN OIL > 6.8KG","UNITED KINGDOM",2520,20117
2014,"ANCHOVY CANNED NOT IN OIL > 6.8KG","VIETNAM",22277,148289
2014,"ANCHOVY CANNED NOT IN OIL NOT > 6.8KG","ITALY",2555,37206
2014,"ANCHOVY CANNED NOT IN OIL NOT > 6.8KG","JAPAN",6590,95173
2014,"ANCHOVY CANNED NOT IN OIL NOT > 6.8KG","MOROCCO",614,7584
2014,"ANCHOVY CANNED NOT IN OIL NOT > 6.8KG","PERU",28830,102302
2014,"ANCHOVY CANNED NOT IN OIL NOT > 6.8KG","PHILIPPINES",0,0
2014,"ANCHOVY CANNED NOT IN OIL NOT > 6.8KG","SOUTH KOREA",9987,75655
2014,"ANCHOVY CANNED NOT IN OIL NOT > 6.8KG","SPAIN",1472,18067
2014,"ANCHOVY CANNED NOT IN OIL NOT > 6.8KG","TAIWAN",511,3600
2014,"ANCHOVY CANNED NOT IN OIL NOT > 6.8KG","THAILAND",27384,99755
2014,"ANCHOVY CANNED NOT IN OIL NOT > 6.8KG","VIETNAM",23130,140111
2014,"ANCHOVY SALTED > 6.8KG","ARGENTINA",153833,205655
2014,"ANCHOVY SALTED > 6.8KG","MALAYSIA",6622,78540
2014,"ANCHOVY SALTED > 6.8KG","PHILIPPINES",0,0
2014,"ANCHOVY SALTED > 6.8KG","SOUTH KOREA",10711,151901
2014,"ANCHOVY SALTED > 6.8KG","THAILAND",808,8484
2014,"ANCHOVY SALTED IN ATC NOT > 6.8KG","ITALY",0,0
2014,"ANCHOVY SALTED NOT IN ATC NOT > 6.8KG","CHINA",800,11802
2014,"ANCHOVY SALTED NOT IN ATC NOT > 6.8KG","CHINA - HONG KONG",0,0
2014,"ANCHOVY SALTED NOT IN ATC NOT > 6.8KG","SOUTH KOREA",21942,186632
2014,"ANCHOVY SALTED NOT IN ATC NOT > 6.8KG","SRI LANKA",838,4473
2014,"ANCHOVY SALTED NOT IN ATC NOT > 6.8KG","THAILAND",0,0
2014,"ANCHOVY SALTED NOT IN ATC NOT > 6.8KG","VIETNAM",13213,117719
2014,"AQUATIC INVERTEBRATES NSPF","CANADA",1157,43942
2014,"AQUATIC INVERTEBRATES NSPF","CHINA - HONG KONG",11783,248767
2014,"AQUATIC INVERTEBRATES NSPF","JAPAN",5443,81360
2014,"AQUATIC INVERTEBRATES NSPF","MEXICO",10528,30531
2014,"AQUATIC INVERTEBRATES NSPF","SOUTH KOREA",14744,199272
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","CANADA",94590,509469
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","CHILE",166089,375573
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","CHINA",783962,2172140
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","CHINA - HONG KONG",153,6396
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","ICELAND",0,0
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","IRELAND",0,0
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","JAPAN",11658,148987
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","MEXICO",87414,129500
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","NEW ZEALAND",0,0
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","PERU",5100,55000
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","SENEGAL",0,0
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","SOUTH KOREA",127819,1300907
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","TAIWAN",2376,28727
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","THAILAND",159364,815098
2014,"AQUATIC INVERTEBRATES NSPF PREPARED/PRESERVED","VIETNAM",120000,1045600
2014,"ATKA MACKEREL FRESH","CHINA",0,0
2014,"ATKA MACKEREL FROZEN","RUSSIAN FEDERATION",0,0
2014,"ATKA MACKEREL FROZEN","SOUTH KOREA",48701,178242
2014,"ATKA MACKEREL FROZEN","TAIWAN",0,0
2014,"ATKA MACKEREL FROZEN","THAILAND",4070,35185
2014,"ATKA MACKEREL FROZEN","VIETNAM",7331,27510
2014,"BONITO CANNED IN OIL","ITALY",605,12664
2014,"BONITO CANNED IN OIL","SPAIN",3459,68072
2014,"BONITO CANNED NOT IN OIL","JAPAN",4756,43463
2014,"BONITO CANNED NOT IN OIL","PHILIPPINES",6354,13061
2014,"BONITO CANNED NOT IN OIL","TAIWAN",432,9675
2014,"BONITO YELLOWTAIL POLLOCK CANNED IN OIL","PORTUGAL",4255,41434
2014,"BONITO YELLOWTAIL POLLOCK CANNED IN OIL","SPAIN",4447,29993
2014,"BONITO YELLOWTAIL POLLOCK CANNED IN OIL","VIETNAM",9525,96335
2014,"BONITO YELLOWTAIL POLLOCK CANNED NOT IN OIL","CHINA",149316,433456
2014,"BONITO YELLOWTAIL POLLOCK CANNED NOT IN OIL","JAPAN",755,9254
2014,"BONITO YELLOWTAIL POLLOCK CANNED NOT IN OIL","SOUTH KOREA",17252,69589
2014,"BUTTERFISH FROZEN","CHINA",49220,160320
2014,"BUTTERFISH FROZEN","ECUADOR",416127,1053561
2014,"BUTTERFISH FROZEN","PANAMA",0,0
2014,"BUTTERFISH FROZEN","PERU",0,0
2014,"BUTTERFISH FROZEN","SOUTH KOREA",32330,423852
2014,"CAPELIN FROZEN","CANADA",97126,250701
2014,"CAPELIN FROZEN","CHINA",6911,29739
2014,"CAPELIN FROZEN","ICELAND",267597,307737
2014,"CAPELIN FROZEN","JAPAN",660,4282
2014,"CAPELIN FROZEN","NORWAY",200200,235684
2014,"CAPELIN FROZEN","SOUTH KOREA",39302,192375
2014,"CARP NSPF FROZEN","BURMA",1174,3876
2014,"CARP NSPF FROZEN","CHINA",21622,77280
2014,"CARP NSPF FROZEN","TAIWAN",24183,64962
2014,"CARP NSPF FROZEN","THAILAND",0,0
2014,"CARP NSPF FROZEN","VIETNAM",83368,221551
2014,"CARP CATFISH EELS NILE PERCH SNAKEHEAD TILAPIA FILLET DRIED/SALTED/BRINE","CHINA",10314,68150
2014,"CARP CATFISH EELS NILE PERCH SNAKEHEAD TILAPIA FILLET DRIED/SALTED/BRINE","HAITI",12738,213740
2014,"CARP CATFISH EELS NILE PERCH SNAKEHEAD TILAPIA FILLET DRIED/SALTED/BRINE","INDONESIA",0,0
2014,"CARP CATFISH EELS NILE PERCH SNAKEHEAD TILAPIA FILLET DRIED/SALTED/BRINE","MALAYSIA",2776,35699
2014,"CARP CATFISH EELS NILE PERCH SNAKEHEAD TILAPIA FILLET DRIED/SALTED/BRINE","MEXICO",0,0
2014,"CARP CATFISH EELS NILE PERCH SNAKEHEAD TILAPIA FILLET DRIED/SALTED/BRINE","NICARAGUA",0,0
2014,"CARP CATFISH EELS NILE PERCH SNAKEHEAD TILAPIA SALTED > 6.8 KG","SOUTH KOREA",448,3577
2014,"CARP CATFISH EELS NILE PERCH SNAKEHEAD TILAPIA SALTED > 6.8 KG","VIETNAM",4500,7940
2014,"CARP CATFISH EELS NILE PERCH SNAKEHEAD TILAPIA SALTED NOT > 6.8KG","CHINA",15455,100417
2014,"CARP CATFISH EELS NILE PERCH SNAKEHEAD TILAPIA SALTED NOT > 6.8KG","SOUTH KOREA",0,0
2014,"CARP CATFISH EELS NILE PERCH SNAKEHEAD TILAPIA SALTED NOT > 6.8KG","THAILAND",672,5544
2014,"CARP CATFISH EELS NILE PERCH SNAKEHEAD TILAPIA SALTED NOT > 6.8KG","VIETNAM",0,0
2014,"CARP CATFISH EELS SNAKEHEAD TILAPIA FROZEN NOT > 6.8KG","VIETNAM",35077,64666
2014,"CARP CATFISH EELS SNAKEHEAD TILAPIA MEAT FROZEN > 6.8KG","CHINA",19800,84920
2014,"CARP CATFISH EELS SNAKEHEAD TILAPIA MEAT FROZEN > 6.8KG","VIETNAM",73256,93991
2014,"CARP CATFISH EELS SNAKEHEAD TILAPIA MINCED FROZEN > 6.8KG","SOUTH KOREA",0,0
2014,"CARP CATFISH EELS SNAKEHEAD TILAPIA MINCED FROZEN > 6.8KG","VIETNAM",19052,21273
2014,"CARP CATFISH EELS SNAKEHEAD TILAPIA SURIMI","MALAYSIA",0,0
2014,"CARP CATFISH EELS SNAKEHEAD TILAPIA SURIMI","SOUTH KOREA",0,0
2014,"CARP EELS SNAKEHEAD FILLET FROZEN","JAPAN",0,0
2014,"CATFISH (ICTALURUS) FILLET FRESH","CHINA",41411,162161
2014,"CATFISH (ICTALURUS) FILLET FRESH","VIETNAM",0,0
2014,"CATFISH (ICTALURUS) FILLET FROZEN","CHINA",698104,3839661
2014,"CATFISH (ICTALURUS) FROZEN","VIETNAM",0,0
2014,"CATFISH (PANGASIUS) FILLET FRESH","CHINA",0,0
2014,"CATFISH (PANGASIUS) FILLET FRESH","VIETNAM",741184,2247663
2014,"CATFISH (PANGASIUS) FILLET FROZEN","BANGLADESH",16330,216000
2014,"CATFISH (PANGASIUS) FILLET FROZEN","BURMA",16539,54600
2014,"CATFISH (PANGASIUS) FILLET FROZEN","CHINA",0,0
2014,"CATFISH (PANGASIUS) FILLET FROZEN","VIETNAM",30797671,93395146
2014,"CATFISH (PANGASIUS) FROZEN","VIETNAM",416380,937806
2014,"CATFISH (SILURIFORMES OTHER) FILLET FROZEN","VIETNAM",73480,213352
2014,"CATFISH (SILURUS CLARIAS) FILLET FRESH","FRENCH POLYNESIA",1356,13523
2014,"CATFISH (SILURUS CLARIAS) FILLET FRESH","PHILIPPINES",19372,108239
2014,"CATFISH NSPF FILLET FROZEN","CHINA",199683,928001
2014,"CATFISH NSPF FILLET FROZEN","MEXICO",0,0
2014,"CATFISH NSPF FROZEN","CHINA",61086,248674
2014,"CATFISH NSPF FROZEN","VIETNAM",83034,268179
2014,"CAVIAR","ARMENIA",14,3500
2014,"CAVIAR","BULGARIA",498,210892
2014,"CAVIAR","CANADA",0,0
2014,"CAVIAR","CHINA",1041,421879
2014,"CAVIAR","FRANCE",63,38539
2014,"CAVIAR","GERMANY",57,55529
2014,"CAVIAR","HUNGARY",135,41750
2014,"CAVIAR","ISRAEL",81,85884
2014,"CAVIAR","ITALY",0,0
2014,"CAVIAR","SOUTH KOREA",0,0
2014,"CAVIAR","TAIWAN",0,0
2014,"CAVIAR","URUGUAY",0,0
2014,"CAVIAR SUBSTITUTE BOILED IN ATC","CHINA",27033,81182
2014,"CAVIAR SUBSTITUTE OTHER PREPARATIONS","CHINA",121286,982103
2014,"CAVIAR SUBSTITUTE OTHER PREPARATIONS","FRANCE",0,0
2014,"CAVIAR SUBSTITUTE OTHER PREPARATIONS","GERMANY",1243,53665
2014,"CAVIAR SUBSTITUTE OTHER PREPARATIONS","ICELAND",25100,285730
2014,"CAVIAR SUBSTITUTE OTHER PREPARATIONS","ITALY",663,10391
2014,"CAVIAR SUBSTITUTE OTHER PREPARATIONS","JAPAN",55277,948513
2014,"CAVIAR SUBSTITUTE OTHER PREPARATIONS","NETHERLANDS",32251,226871
2014,"CAVIAR SUBSTITUTE OTHER PREPARATIONS","SOUTH KOREA",31776,604551
2014,"CAVIAR SUBSTITUTE OTHER PREPARATIONS","TAIWAN",94754,1645256
2014,"CAVIAR SUBSTITUTE OTHER PREPARATIONS","VIETNAM",192,3264
2014,"CLAM GEODUCK LIVE/FRESH","CANADA",1247,31040
2014,"CLAM GEODUCK LIVE/FRESH","MEXICO",2400,27809
2014,"CLAM JUICE","NETHERLANDS",36921,94447
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP > 0.68KG","CHILE",260872,1125612
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP > 0.68KG","CHINA",1591003,3510373
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP > 0.68KG","INDONESIA",100512,342386
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP > 0.68KG","ITALY",1456,9126
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP > 0.68KG","PERU",17470,51392
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP > 0.68KG","SOUTH KOREA",1191,8100
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP > 0.68KG","SPAIN",1153,8478
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP > 0.68KG","THAILAND",260833,778473
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP > 0.68KG","VIETNAM",536423,1449983
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP NOT > 0.68KG","CHILE",45042,193200
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP NOT > 0.68KG","CHINA",124455,460708
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP NOT > 0.68KG","INDONESIA",75663,241694
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP NOT > 0.68KG","JAPAN",0,0
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP NOT > 0.68KG","MALAYSIA",0,0
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP NOT > 0.68KG","PERU",16336,58580
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP NOT > 0.68KG","THAILAND",131529,424774
2014,"CLAM NSPF BOILED CANNED WHETHER OR NOT MINCED/CHOP NOT > 0.68KG","VIETNAM",16321,55440
2014,"CLAM NSPF FROZEN/DRIED/SALTED/BRINE","CHINA",158283,621627
2014,"CLAM NSPF FROZEN/DRIED/SALTED/BRINE","JAPAN",2514,14550
2014,"CLAM NSPF FROZEN/DRIED/SALTED/BRINE","VIETNAM",156014,285111
2014,"CLAM NSPF LIVE/FRESH","CANADA",113,5000
2014,"CLAM NSPF LIVE/FRESH","MEXICO",613323,2261154
2014,"CLAM NSPF LIVE/FRESH","NEW ZEALAND",492328,1901485
2014,"CLAM NSPF PREPARED/PRESERVED","CHILE",36042,91379
2014,"CLAM NSPF PREPARED/PRESERVED","CHINA",2198989,5152201
2014,"CLAM NSPF PREPARED/PRESERVED","INDONESIA",0,0
2014,"CLAM NSPF PREPARED/PRESERVED","JAPAN",2919,29158
2014,"CLAM NSPF PREPARED/PRESERVED","SOUTH KOREA",450,2500
2014,"CLAM NSPF PREPARED/PRESERVED","SPAIN",96,2812
2014,"CLAM NSPF PREPARED/PRESERVED","THAILAND",94657,338511
2014,"CLAM NSPF PREPARED/PRESERVED","VIETNAM",288588,1008559
2014,"CLAM RAZOR CANNED","CHINA",43546,71040
2014,"CLAM RAZOR CANNED","INDONESIA",0,0
2014,"CLAM RAZOR CANNED","PERU",2177,13880
2014,"CLAM COCKLES ARK SHELLS NSPF PRODUCTS PREPARED DINNERS","PHILIPPINES",28614,148488
2014,"CLAM COCKLES ARK SHELLS NSPF PRODUCTS PREPARED DINNERS","SOUTH KOREA",0,0
2014,"COBIA FRESH","BRAZIL",970,10603
2014,"COBIA FRESH","COLOMBIA",0,0
2014,"COBIA FRESH","PANAMA",78072,729889
2014,"COCKLES ARK SHELLS NSPF FROZEN/DRIED/SALTED/BRINE","CHINA",12409,52844
2014,"COCKLES ARK SHELLS NSPF FROZEN/DRIED/SALTED/BRINE","CHINA - HONG KONG",0,0
2014,"COCKLES ARK SHELLS NSPF FROZEN/DRIED/SALTED/BRINE","MEXICO",0,0
2014,"COCKLES ARK SHELLS NSPF LIVE/FRESH","NEW ZEALAND",33449,96260
2014,"COCKLES ARK SHELLS NSPF PREPARED/PRESERVED","CHINA",0,0
2014,"COCKLES ARK SHELLS NSPF PREPARED/PRESERVED","SOUTH KOREA",5535,64867
2014,"COCKLES ARK SHELLS NSPF PREPARED/PRESERVED","THAILAND",16960,66488
2014,"CONCH LIVE/FRESH","MEXICO",7144,45675
2014,"CRAB DUNGENESS FROZEN","RUSSIAN FEDERATION",0,0
2014,"CRAB KING FROZEN","ARGENTINA",39394,354546
2014,"CRAB KING FROZEN","CHINA",753,15785
2014,"CRAB KING FROZEN","INDONESIA",0,0
2014,"CRAB KING FROZEN","JAPAN",180,8316
2014,"CRAB KING FROZEN","RUSSIAN FEDERATION",278531,5872012
2014,"CRAB NSPF FROZEN","AUSTRALIA",40,2030
2014,"CRAB NSPF FROZEN","BAHRAIN",46615,206182
2014,"CRAB NSPF FROZEN","BURMA",955144,21075014
2014,"CRAB NSPF FROZEN","CHILE",18153,87096
2014,"CRAB NSPF FROZEN","CHINA",1725246,6560423
2014,"CRAB NSPF FROZEN","CHINA - HONG KONG",20140,52359
2014,"CRAB NSPF FROZEN","INDONESIA",133768,2756993
2014,"CRAB NSPF FROZEN","JAPAN",277,11316
2014,"CRAB NSPF FROZEN","MALAYSIA",184219,4254604
2014,"CRAB NSPF FROZEN","MEXICO",482158,1976433
2014,"CRAB NSPF FROZEN","NICARAGUA",3511,11896
2014,"CRAB NSPF FROZEN","NORWAY",1600,53057
2014,"CRAB NSPF FROZEN","RUSSIAN FEDERATION",9856,84331
2014,"CRAB NSPF FROZEN","SOUTH KOREA",16775,183013
2014,"CRAB NSPF FROZEN","SRI LANKA",18233,108408
2014,"CRAB NSPF FROZEN","THAILAND",347083,7456636
2014,"CRAB NSPF FROZEN","VIETNAM",60937,961233
2014,"CRAB NSPF LIVE/FRESH/SALTED/BRINE","AUSTRALIA",540,36877
2014,"CRAB NSPF LIVE/FRESH/SALTED/BRINE","CANADA",2994,61300
2014,"CRAB NSPF LIVE/FRESH/SALTED/BRINE","CHINA",645,22522
2014,"CRAB NSPF LIVE/FRESH/SALTED/BRINE","CHINA - HONG KONG",0,0
2014,"CRAB NSPF LIVE/FRESH/SALTED/BRINE","JAPAN",5362,230905
2014,"CRAB NSPF LIVE/FRESH/SALTED/BRINE","MEXICO",27808,91950
2014,"CRAB NSPF LIVE/FRESH/SALTED/BRINE","NORWAY",15318,549557
2014,"CRAB NSPF LIVE/FRESH/SALTED/BRINE","RUSSIAN FEDERATION",2557,106025
2014,"CRAB NSPF LIVE/FRESH/SALTED/BRINE","SOUTH KOREA",57852,2291879
2014,"CRAB NSPF LIVE/FRESH/SALTED/BRINE","VIETNAM",80,2614
2014,"CRAB NSPF OTHER PREPARATIONS","CANADA",0,0
2014,"CRAB NSPF OTHER PREPARATIONS","CHINA",4450,23957
2014,"CRAB NSPF OTHER PREPARATIONS","INDONESIA",6120,43500
2014,"CRAB NSPF OTHER PREPARATIONS","PHILIPPINES",0,0
2014,"CRAB NSPF OTHER PREPARATIONS","SINGAPORE",0,0
2014,"CRAB NSPF OTHER PREPARATIONS","SOUTH KOREA",31205,370135
2014,"CRAB NSPF OTHER PREPARATIONS","THAILAND",40324,373443
2014,"CRAB NSPF OTHER PREPARATIONS","VIETNAM",106261,259756
2014,"CRAB NSPF OTHER PREPARATIONS IN ATC","INDONESIA",12240,72000
2014,"CRAB NSPF OTHER PREPARATIONS IN ATC","THAILAND",171588,874333
2014,"CRAB PRODUCTS PREPARED DINNERS NOT IN ATC","TAIWAN",0,0
2014,"CRAB PRODUCTS PREPARED DINNERS NOT IN ATC","THAILAND",684,5000
2014,"CRAB PRODUCTS PREPARED DINNERS NOT IN ATC","VIETNAM",288,2111
2014,"CRAB SNOW FROZEN","CANADA",1227,42692
2014,"CRAB SNOW FROZEN","CHINA",64699,457484
2014,"CRAB SNOW FROZEN","LITHUANIA",305111,2984029
2014,"CRAB SNOW FROZEN","NORWAY",8620,88786
2014,"CRAB SNOW FROZEN","RUSSIAN FEDERATION",2946655,19157440
2014,"CRAB SNOW FROZEN","SOUTH KOREA",0,0
2014,"CRABMEAT DUNGENESS IN ATC","CHINA",8469,289676
2014,"CRABMEAT DUNGENESS IN ATC","INDONESIA",0,0
2014,"CRABMEAT DUNGENESS IN ATC","RUSSIAN FEDERATION",0,0
2014,"CRABMEAT KING FROZEN","CHILE",0,0
2014,"CRABMEAT KING IN ATC","ARGENTINA",13397,357175
2014,"CRABMEAT KING IN ATC","CHINA",10090,330189
2014,"CRABMEAT KING IN ATC","INDONESIA",0,0
2014,"CRABMEAT KING IN ATC","JAPAN",259,8312
2014,"CRABMEAT KING IN ATC","PHILIPPINES",2856,11703
2014,"CRABMEAT KING IN ATC","RUSSIAN FEDERATION",1030,36884
2014,"CRABMEAT KING IN ATC","SOUTH KOREA",37690,283500
2014,"CRABMEAT KING IN ATC","VIETNAM",6362,172418
2014,"CRABMEAT NSPF FRESH/DRIED/SALTED/BRINE","MEXICO",7350,135275
2014,"CRABMEAT NSPF FRESH/DRIED/SALTED/BRINE","VIETNAM",7838,72468
2014,"CRABMEAT NSPF FROZEN","ARGENTINA",0,0
2014,"CRABMEAT NSPF FROZEN","AUSTRALIA",147,7457
2014,"CRABMEAT NSPF FROZEN","BURMA",25200,599640
2014,"CRABMEAT NSPF FROZEN","CHILE",46256,850318
2014,"CRABMEAT NSPF FROZEN","CHINA",148890,2336648
2014,"CRABMEAT NSPF FROZEN","JAPAN",5445,82451
2014,"CRABMEAT NSPF FROZEN","MEXICO",0,0
2014,"CRABMEAT NSPF FROZEN","PHILIPPINES",8718,14315
2014,"CRABMEAT NSPF FROZEN","SOUTH KOREA",2073,29842
2014,"CRABMEAT NSPF FROZEN","THAILAND",6743,170899
2014,"CRABMEAT NSPF FROZEN","VIETNAM",34316,182544
2014,"CRABMEAT NSPF IN ATC","ARGENTINA",0,0
2014,"CRABMEAT NSPF IN ATC","CHINA",298369,5484321
2014,"CRABMEAT NSPF IN ATC","INDONESIA",311985,4672593
2014,"CRABMEAT NSPF IN ATC","JAPAN",5443,75264
2014,"CRABMEAT NSPF IN ATC","RUSSIAN FEDERATION",2101,68646
2014,"CRABMEAT NSPF IN ATC","SOUTH KOREA",40627,359869
2014,"CRABMEAT NSPF IN ATC","THAILAND",258629,1987897
2014,"CRABMEAT NSPF IN ATC","VIETNAM",13116,101342
2014,"CRABMEAT NSPF OTHER PREPARATIONS","CHINA",8573,14871
2014,"CRABMEAT NSPF OTHER PREPARATIONS","MEXICO",18933,441979
2014,"CRABMEAT NSPF OTHER PREPARATIONS","PHILIPPINES",2199,4225
2014,"CRABMEAT NSPF OTHER PREPARATIONS","SOUTH KOREA",360,2694
2014,"CRABMEAT NSPF OTHER PREPARATIONS","THAILAND",0,0
2014,"CRABMEAT SNOW (OPILIO) FROZEN","CHINA",65889,1205137
2014,"CRABMEAT SNOW (OPILIO) FROZEN","JAPAN",557,29264
2014,"CRABMEAT SNOW (OPILIO) FROZEN","SOUTH KOREA",12206,121364
2014,"CRABMEAT SNOW (OPILIO) IN ATC","ARGENTINA",7838,211623
2014,"CRABMEAT SNOW (OPILIO) IN ATC","CANADA",18331,459696
2014,"CRABMEAT SNOW (OPILIO) IN ATC","CHINA",264776,5549332
2014,"CRABMEAT SNOW (OPILIO) IN ATC","INDONESIA",3976,90023
2014,"CRABMEAT SNOW (OPILIO) IN ATC","JAPAN",0,0
2014,"CRABMEAT SNOW (OPILIO) IN ATC","RUSSIAN FEDERATION",4626,98113
2014,"CRABMEAT SNOW (OPILIO) IN ATC","SOUTH KOREA",110223,933645
2014,"CRABMEAT SNOW (OPILIO) IN ATC","VIETNAM",10356,181467
2014,"CRABMEAT SNOW OTHER FROZEN","CANADA",4135,31605
2014,"CRABMEAT SNOW OTHER FROZEN","CHINA",0,0
2014,"CRABMEAT SNOW OTHER FROZEN","JAPAN",79,4054
2014,"CRABMEAT SNOW OTHER FROZEN","SOUTH KOREA",36160,288265
2014,"CRABMEAT SNOW OTHER FROZEN","VIETNAM",479,8371
