"Year","Product","Country","Kilos","Dollars"
2014,"SHRIMP COLD-WATER PEELED FROZEN","PERU",0,0
2014,"SHRIMP COLD-WATER PEELED FROZEN","THAILAND",1619,40858
2014,"SHRIMP COLD-WATER PEELED FROZEN","UNITED ARAB EMIRATES",156993,1109444
2014,"SHRIMP COLD-WATER PEELED FROZEN","VIETNAM",1195,26676
2014,"SHRIMP COLD-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","CHINA",0,0
2014,"SHRIMP COLD-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","ECUADOR",367,2629
2014,"SHRIMP COLD-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","MALAYSIA",13285,100749
2014,"SHRIMP COLD-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","VIETNAM",3756,13718
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 15/20","MEXICO",91967,1650394
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 21/25","ARGENTINA",470,5821
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 21/25","INDONESIA",0,0
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 21/25","MEXICO",60960,1010829
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 21/25","NEW CALEDONIA",2376,48759
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 21/25","VIETNAM",2722,27129
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 26/30","ECUADOR",0,0
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 26/30","INDONESIA",0,0
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 26/30","MEXICO",54076,747147
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 26/30","NEW CALEDONIA",5340,100818
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 26/30","VIETNAM",2722,25652
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 31/40","ECUADOR",4554,37370
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 31/40","INDONESIA",15430,159243
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 31/40","MEXICO",74898,852010
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 31/40","VIETNAM",2722,24470
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 41/50","ECUADOR",2459,20172
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 41/50","INDONESIA",46296,467753
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 41/50","MEXICO",5714,72356
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 41/50","THAILAND",0,0
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 41/50","VIETNAM",8165,67399
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 51/60","ECUADOR",2888,23700
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 51/60","INDONESIA",52409,455598
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 51/60","MEXICO",17909,164504
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 51/60","THAILAND",0,0
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 61/70","ECUADOR",2346,19250
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 61/70","INDONESIA",24045,223051
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN 61/70","MEXICO",0,0
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN < 15","ARGENTINA",4080,34968
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN < 15","ECUADOR",0,0
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN < 15","INDIA",17147,340314
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN < 15","MEXICO",79991,1789865
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN < 15","MOROCCO",0,0
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN < 15","PHILIPPINES",27328,283665
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN < 15","VIETNAM",2609,33041
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN > 70","INDONESIA",14157,128103
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN > 70","MEXICO",0,0
2014,"SHRIMP COLD-WATER SHELL-ON FROZEN > 70","SOUTH KOREA",0,0
2014,"SHRIMP FROZEN IN ATC","CHINA",0,0
2014,"SHRIMP FROZEN IN ATC","INDIA",6803,138704
2014,"SHRIMP FROZEN IN ATC","INDONESIA",889295,14553724
2014,"SHRIMP FROZEN IN ATC","PHILIPPINES",25048,74025
2014,"SHRIMP FROZEN IN ATC","SOUTH KOREA",355,3197
2014,"SHRIMP FROZEN IN ATC","THAILAND",699977,10830215
2014,"SHRIMP FROZEN IN ATC","VIETNAM",33729,700216
2014,"SHRIMP FROZEN OTHER PREPARATIONS","ARGENTINA",15098,175728
2014,"SHRIMP FROZEN OTHER PREPARATIONS","BANGLADESH",2722,57469
2014,"SHRIMP FROZEN OTHER PREPARATIONS","BURMA",4545,57823
2014,"SHRIMP FROZEN OTHER PREPARATIONS","CANADA",44000,228400
2014,"SHRIMP FROZEN OTHER PREPARATIONS","CHINA",1342153,14611068
2014,"SHRIMP FROZEN OTHER PREPARATIONS","ECUADOR",300408,3531230
2014,"SHRIMP FROZEN OTHER PREPARATIONS","GUATEMALA",74250,845700
2014,"SHRIMP FROZEN OTHER PREPARATIONS","HONDURAS",251902,2658940
2014,"SHRIMP FROZEN OTHER PREPARATIONS","INDIA",2558474,34176818
2014,"SHRIMP FROZEN OTHER PREPARATIONS","INDONESIA",3269813,46568054
2014,"SHRIMP FROZEN OTHER PREPARATIONS","JAPAN",8160,95613
2014,"SHRIMP FROZEN OTHER PREPARATIONS","MALAYSIA",0,0
2014,"SHRIMP FROZEN OTHER PREPARATIONS","MEXICO",44918,963710
2014,"SHRIMP FROZEN OTHER PREPARATIONS","NICARAGUA",0,0
2014,"SHRIMP FROZEN OTHER PREPARATIONS","PHILIPPINES",20911,80886
2014,"SHRIMP FROZEN OTHER PREPARATIONS","SINGAPORE",648,3922
2014,"SHRIMP FROZEN OTHER PREPARATIONS","SOUTH KOREA",2760,19958
2014,"SHRIMP FROZEN OTHER PREPARATIONS","TAIWAN",7345,35277
2014,"SHRIMP FROZEN OTHER PREPARATIONS","THAILAND",14526907,203157721
2014,"SHRIMP FROZEN OTHER PREPARATIONS","UNITED ARAB EMIRATES",239661,1737097
2014,"SHRIMP FROZEN OTHER PREPARATIONS","VIETNAM",8232112,123043404
2014,"SHRIMP OTHER PREPARATIONS","CHINA",276843,1328854
2014,"SHRIMP OTHER PREPARATIONS","CHINA - HONG KONG",7303,41155
2014,"SHRIMP OTHER PREPARATIONS","EL SALVADOR",332,3545
2014,"SHRIMP OTHER PREPARATIONS","INDIA",0,0
2014,"SHRIMP OTHER PREPARATIONS","INDONESIA",65184,522390
2014,"SHRIMP OTHER PREPARATIONS","MALAYSIA",730,3998
2014,"SHRIMP OTHER PREPARATIONS","MEXICO",0,0
2014,"SHRIMP OTHER PREPARATIONS","PHILIPPINES",394146,774677
2014,"SHRIMP OTHER PREPARATIONS","SOUTH KOREA",980,4316
2014,"SHRIMP OTHER PREPARATIONS","TAIWAN",9468,52155
2014,"SHRIMP OTHER PREPARATIONS","THAILAND",282358,1572794
2014,"SHRIMP OTHER PREPARATIONS","UNITED ARAB EMIRATES",19156,578433
2014,"SHRIMP OTHER PREPARATIONS","VIETNAM",15512,78527
2014,"SHRIMP PRODUCTS PREPARED DINNERS IN ATC","PHILIPPINES",17845,31667
2014,"SHRIMP PRODUCTS PREPARED DINNERS IN ATC","TAIWAN",188572,1570944
2014,"SHRIMP PRODUCTS PREPARED DINNERS IN ATC","THAILAND",0,0
2014,"SHRIMP PRODUCTS PREPARED DINNERS IN ATC","VIETNAM",121071,656083
2014,"SHRIMP PRODUCTS PREPARED DINNERS NOT IN ATC","CHINA",30266,93352
2014,"SHRIMP PRODUCTS PREPARED DINNERS NOT IN ATC","PHILIPPINES",4678,8064
2014,"SHRIMP PRODUCTS PREPARED DINNERS NOT IN ATC","TAIWAN",1364,7397
2014,"SHRIMP PRODUCTS PREPARED DINNERS NOT IN ATC","THAILAND",222528,1297411
2014,"SHRIMP PRODUCTS PREPARED DINNERS NOT IN ATC","VIETNAM",149375,934350
2014,"SHRIMP WARM-WATER PEELED FRESH/DRIED/SALTED/BRINE","CHINA - HONG KONG",1996,13200
2014,"SHRIMP WARM-WATER PEELED FRESH/DRIED/SALTED/BRINE","COSTA RICA",12861,188640
2014,"SHRIMP WARM-WATER PEELED FRESH/DRIED/SALTED/BRINE","ECUADOR",986,6480
2014,"SHRIMP WARM-WATER PEELED FRESH/DRIED/SALTED/BRINE","INDIA",118977,2070197
2014,"SHRIMP WARM-WATER PEELED FRESH/DRIED/SALTED/BRINE","MALAYSIA",0,0
2014,"SHRIMP WARM-WATER PEELED FRESH/DRIED/SALTED/BRINE","PAKISTAN",0,0
2014,"SHRIMP WARM-WATER PEELED FRESH/DRIED/SALTED/BRINE","TAIWAN",22577,407840
2014,"SHRIMP WARM-WATER PEELED FRESH/DRIED/SALTED/BRINE","THAILAND",37072,741865
2014,"SHRIMP WARM-WATER PEELED FRESH/DRIED/SALTED/BRINE","VIETNAM",3318,15697
2014,"SHRIMP WARM-WATER PEELED FROZEN","ARGENTINA",326855,4290075
2014,"SHRIMP WARM-WATER PEELED FROZEN","BANGLADESH",329602,3634353
2014,"SHRIMP WARM-WATER PEELED FROZEN","BELIZE",907,24400
2014,"SHRIMP WARM-WATER PEELED FROZEN","BURMA",157187,1669118
2014,"SHRIMP WARM-WATER PEELED FROZEN","CHINA",5419733,56255787
2014,"SHRIMP WARM-WATER PEELED FROZEN","COSTA RICA",0,0
2014,"SHRIMP WARM-WATER PEELED FROZEN","ECUADOR",3710006,35430284
2014,"SHRIMP WARM-WATER PEELED FROZEN","GUATEMALA",170181,1599619
2014,"SHRIMP WARM-WATER PEELED FROZEN","GUYANA",0,0
2014,"SHRIMP WARM-WATER PEELED FROZEN","HONDURAS",660784,6910619
2014,"SHRIMP WARM-WATER PEELED FROZEN","INDIA",11300422,149190779
2014,"SHRIMP WARM-WATER PEELED FROZEN","INDONESIA",19436036,247890953
2014,"SHRIMP WARM-WATER PEELED FROZEN","MALAYSIA",4764499,46478885
2014,"SHRIMP WARM-WATER PEELED FROZEN","MEXICO",0,0
2014,"SHRIMP WARM-WATER PEELED FROZEN","NICARAGUA",130345,1276890
2014,"SHRIMP WARM-WATER PEELED FROZEN","PANAMA",18144,127200
2014,"SHRIMP WARM-WATER PEELED FROZEN","PERU",14170,152850
2014,"SHRIMP WARM-WATER PEELED FROZEN","PHILIPPINES",128367,1547261
2014,"SHRIMP WARM-WATER PEELED FROZEN","SOUTH KOREA",6448,89878
2014,"SHRIMP WARM-WATER PEELED FROZEN","SRI LANKA",2503,37500
2014,"SHRIMP WARM-WATER PEELED FROZEN","THAILAND",7513038,85741577
2014,"SHRIMP WARM-WATER PEELED FROZEN","UNITED ARAB EMIRATES",0,0
2014,"SHRIMP WARM-WATER PEELED FROZEN","VENEZUELA",149810,1320602
2014,"SHRIMP WARM-WATER PEELED FROZEN","VIETNAM",8152839,111446618
2014,"SHRIMP WARM-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","CHINA",420754,3165901
2014,"SHRIMP WARM-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","CHINA - HONG KONG",26507,387536
2014,"SHRIMP WARM-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","GREECE",50,3880
2014,"SHRIMP WARM-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","MALAYSIA",78523,545474
2014,"SHRIMP WARM-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","MEXICO",4841,54114
2014,"SHRIMP WARM-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","PHILIPPINES",443,3528
2014,"SHRIMP WARM-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","PORTUGAL",1050,80058
2014,"SHRIMP WARM-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","SOUTH KOREA",2253,43891
2014,"SHRIMP WARM-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","TAIWAN",41317,744177
2014,"SHRIMP WARM-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","THAILAND",37535,846589
2014,"SHRIMP WARM-WATER SHELL-ON FRESH/DRIED/SALTED/BRINE","VIETNAM",30268,221350
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","ARGENTINA",9035,97449
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","BANGLADESH",63102,1031707
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","BRUNEI",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","BURMA",10303,122041
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","ECUADOR",20859,281545
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","HONDURAS",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","INDIA",3065196,44642551
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","INDONESIA",2304186,32757740
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","MALAYSIA",1426,21550
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","MEXICO",7624,131734
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","PANAMA",236,3354
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","PERU",884,13304
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","PHILIPPINES",122053,1660742
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","SRI LANKA",1361,21000
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","THAILAND",389687,5243285
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 15/20","VIETNAM",309057,5342873
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","ARGENTINA",15776,167016
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","BANGLADESH",55158,754690
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","BELIZE",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","BURMA",13112,132844
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","COSTA RICA",472,4160
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","ECUADOR",376828,5367237
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","HONDURAS",6439,71176
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","INDIA",4466105,55540630
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","INDONESIA",2177362,27274143
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","MALAYSIA",13554,163106
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","MEXICO",857,16600
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","NEW CALEDONIA",6216,122960
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","NICARAGUA",200,2464
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","PANAMA",14987,202532
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","PERU",29521,440147
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","PHILIPPINES",234795,2941435
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","SRI LANKA",11243,121969
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","THAILAND",522154,6064596
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 21/25","VIETNAM",215057,3295670
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","ARGENTINA",617,6156
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","BANGLADESH",13064,167802
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","BELIZE",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","BURMA",12528,119903
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","ECUADOR",2160139,27239417
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","HONDURAS",55417,668396
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","INDIA",4064279,45531794
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","INDONESIA",1976579,24538703
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","MALAYSIA",22368,239204
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","MEXICO",9485,165337
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","NEW CALEDONIA",18840,337330
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","NICARAGUA",6034,64860
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","PANAMA",56263,650221
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","PERU",350796,4396197
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","PHILIPPINES",264942,2996419
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","SRI LANKA",12971,115523
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","THAILAND",883141,10617318
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","VENEZUELA",312,3430
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 26/30","VIETNAM",567727,7434132
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","ARGENTINA",2400,25666
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","BANGLADESH",96614,1049870
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","BELIZE",38380,636985
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","BRUNEI",224,2240
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","BURMA",12993,116109
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","CHINA",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","COSTA RICA",816,7200
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","ECUADOR",8141929,83734300
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","HONDURAS",210178,1898859
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","INDIA",2371801,23422209
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","INDONESIA",4842234,52448815
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","MALAYSIA",102395,976073
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","MEXICO",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","NEW CALEDONIA",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","NICARAGUA",90584,839679
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","PANAMA",380431,3757479
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","PERU",633079,6524449
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","PHILIPPINES",289479,2940201
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","SINGAPORE",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","SRI LANKA",19121,170734
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","THAILAND",1512284,16719557
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","VENEZUELA",56017,515849
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 31/40","VIETNAM",216972,2518363
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","ARGENTINA",14640,182515
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","BANGLADESH",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","BELIZE",28228,328025
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","BURMA",5778,46799
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","CHINA",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","COSTA RICA",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","ECUADOR",7918294,70155165
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","HONDURAS",685276,4964871
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","INDIA",471092,4438454
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","INDONESIA",1823752,18311501
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","MALAYSIA",185115,2015296
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","MEXICO",704,5069
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","NICARAGUA",121696,1040156
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","PANAMA",262239,2137483
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","PERU",448326,4140730
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","PHILIPPINES",59713,534423
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","SRI LANKA",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","THAILAND",1208371,12699764
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","VENEZUELA",150537,1249106
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 41/50","VIETNAM",103549,1145193
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","ARGENTINA",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","BELIZE",12966,175976
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","BURMA",2494,18327
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","CHINA",35748,395491
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","COSTA RICA",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","ECUADOR",4706869,40928123
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","HONDURAS",612776,3921767
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","INDIA",252632,2215200
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","INDONESIA",986085,10194857
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","MALAYSIA",208310,2062701
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","NICARAGUA",178441,1430000
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","PANAMA",380847,2720780
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","PERU",237396,2100601
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","PHILIPPINES",22250,183594
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","SRI LANKA",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","THAILAND",1905494,19312675
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","VENEZUELA",295448,1964153
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 51/60","VIETNAM",187822,1950698
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","BELIZE",4931,54391
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","BURMA",1544,10912
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","CHINA",29863,101745
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","COSTA RICA",816,7200
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","ECUADOR",2840449,22621462
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","HONDURAS",243947,1543858
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","INDIA",143892,1149888
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","INDONESIA",161485,1489200
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","MALAYSIA",232930,2121164
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","NICARAGUA",177552,1286186
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","PANAMA",377136,2528817
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","PERU",83303,703145
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","PHILIPPINES",6981,56466
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","SRI LANKA",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","THAILAND",156909,1374384
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","VENEZUELA",497467,2921872
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN 61/70","VIETNAM",146252,1281223
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","ARGENTINA",1261,13014
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","AUSTRALIA",1975,40844
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","BANGLADESH",366160,6780169
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","BRUNEI",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","BULGARIA",17019,224690
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","BURMA",14725,341292
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","COSTA RICA",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","ECUADOR",652188,6840994
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","INDIA",1207679,21888213
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","INDONESIA",765144,14619484
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","MALAYSIA",817,13220
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","MEXICO",52805,1159678
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","NICARAGUA",1016,6088
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","PERU",2563,72508
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","PHILIPPINES",84306,1770059
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","SRI LANKA",196,4494
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","THAILAND",469828,6266222
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN < 15","VIETNAM",490097,10465171
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","ARGENTINA",4423,55136
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","BELIZE",610,5013
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","BURMA",756,4983
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","CHINA",29065,215307
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","DENMARK",0,0
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","ECUADOR",2208406,16109156
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","HONDURAS",129376,821324
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","INDIA",93471,717214
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","INDONESIA",193426,1729430
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","MALAYSIA",421782,4194397
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","NICARAGUA",112513,747218
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","PANAMA",248421,1478417
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","PERU",63844,496029
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","PHILIPPINES",6527,51166
2014,"SHRIMP WARM-WATER SHELL-ON FROZEN > 70","SOUTH KOREA",0,0
