"COUNTRY_NAME","LON","LAT"
"Afghanistan",66.0866902219283,33.8563992816907
"Angola",17.5029119215871,-12.2915534387057
"Albania",20.0324264314432,41.1413533060488
"United Arab Emirates",54.2067147615963,23.8686336533476
"Argentina",-65.149543390921,-35.2201719959357
"Armenia",45.0002900110148,40.2166076123014
"Antarctica",21.2843929379917,-80.5227821964828
"Fr. S. and Antarctic Lands",69.5315804704237,-49.306454911672
"Australia",134.376078573618,-25.5607640622395
"Austria",14.0761588843371,47.6139487927463
"Azerbaijan",47.6805826775147,40.2805336536841
"Burundi",29.9139008930711,-3.37739181242858
"Belgium",4.5808315906517,50.6524426064521
"Benin",2.33737755349616,9.64743078066371
"Burkina Faso",-1.77653745205594,12.3116504941367
"Bangladesh",90.267928277196,23.8394617953441
"Bulgaria",25.1951109532771,42.7531187620217
"Bahamas",-77.9158047935553,24.506399672715
"Bosnia and Herz.",17.816883421298,44.1807678413862
"Belarus",27.9813539869037,53.5063444047513
"Belize",-88.7034212529932,17.1970899114515
"Bolivia",-64.6414056060311,-16.7289870153058
"Brazil",-53.0543400357671,-10.8067736434989
"Brunei",114.91510877394,4.69025054252064
"Bhutan",90.4724248062037,27.427968649102
"Botswana",23.7730814657894,-22.0997113788264
"Central African Rep.",20.3743472912439,6.5427787059213
"Canada",-101.569822125212,57.7487688035733
"Switzerland",8.11830061338549,46.7917376836676
"Chile",-71.6709451193705,-37.3418318678577
"China",103.865365256658,36.6094323800447
"Ivory Coast",-5.61204364522522,7.55375500701049
"Cameroon",12.6115525151366,5.66309813030213
"Congo (Kinshasa)",23.5829558314791,-2.85027571109567
"Congo (Brazzaville)",15.1344617674135,-0.837801087225289
"Colombia",-73.0777320869748,3.9272138627097
"Costa Rica",-84.1754230960095,9.96567112746452
"Cuba",-78.9606849097026,21.6317515410252
"N. Cyprus",33.5582859592249,35.2739576812597
"Cyprus",33.0395538029541,34.9070608509434
"Czech Rep.",15.3345581023658,49.775245294369
"Germany",10.2884850927429,51.1337226904078
"Djibouti",42.4980197360445,11.7730443955339
"Denmark",9.31077778380468,56.2196262364472
"Dominican Rep.",-70.4623584569753,18.8844870879823
"Algeria",2.59804779161835,28.1854812786575
"Ecuador",-78.3841667460837,-1.45477170554058
"Egypt",29.8444615131244,26.5066199997495
