MFG_FIRM_FEI_NUM,Declared_Manufacturer,LINE1_ADRS,LINE2_ADRS,CITY_NAME,PROVINCE_STATE,ISO_CNTRY_CODE,COUNTRY_NAME,FULL_ADDRESS,CITY_COUNTRY,PRODUCT_CODE,REFUSAL_DATE,DISTRICT,ENTRY_NUM,RFRNC_DOC_ID,LINE_NUM,LINE_SFX_ID,FDA_SAMPLE_ANALYSIS,PRIVATE_LAB_ANALYSIS,ACT_SECTION_CHARGES,REFUSAL_CHARGES_1,REFUSAL_CHARGES_2,REFUSAL_CHARGES_3,REFUSAL_CHARGES_4,REFUSAL_CHARGES_5,REFUSAL_CHARGES_6,REFUSAL_CHARGES_7,PRDCT_CODE_DESC_TEXT
3003044889,Pt. Fishindomakmur Santoso Frozen Seafoods Processor & Expor,Jl. Raya Cakung-Alincing Kv Rt.007/04,,Jakarta,,ID, Indonesia,"Jl. Raya Cakung-Alincing Kv Rt.007/04, ,  Indonesia","Jakarta,  Indonesia",16JGD05,2002-01-23,LOS-DO,082-0248305-6,4,1,,No,No,FILTHY,SALMONELLA,,,,,,,SHRIMP & PRAWNS
3003044889,Pt. Fishindomakmur Santoso Frozen Seafoods Processor & Expor,Jl. Raya Cakung-Alincing Kv Rt.007/04,,Jakarta,,ID, Indonesia,"Jl. Raya Cakung-Alincing Kv Rt.007/04, ,  Indonesia","Jakarta,  Indonesia",16JGD05,2002-01-23,LOS-DO,082-0248305-6,4,2,,No,No,SALMONELLA,FILTHY,,,,,,,SHRIMP & PRAWNS
3003044889,Pt. Fishindomakmur Santoso Frozen Seafoods Processor & Expor,Jl. Raya Cakung-Alincing Kv Rt.007/04,,Jakarta,,ID, Indonesia,"Jl. Raya Cakung-Alincing Kv Rt.007/04, ,  Indonesia","Jakarta,  Indonesia",16JGD05,2002-01-23,LOS-DO,082-0248305-6,5,1,,No,No,SALMONELLA,FILTHY,,,,,,,SHRIMP & PRAWNS
3003044889,Pt. Fishindomakmur Santoso Frozen Seafoods Processor & Expor,Jl. Raya Cakung-Alincing Kv Rt.007/04,,Jakarta,,ID, Indonesia,"Jl. Raya Cakung-Alincing Kv Rt.007/04, ,  Indonesia","Jakarta,  Indonesia",16JGD05,2002-01-23,LOS-DO,082-0248305-6,5,2,,No,No,FILTHY,SALMONELLA,,,,,,,SHRIMP & PRAWNS
3003044889,Pt. Fishindomakmur Santoso Frozen Seafoods Processor & Expor,Jl. Raya Cakung-Alincing Kv Rt.007/04,,Jakarta,,ID, Indonesia,"Jl. Raya Cakung-Alincing Kv Rt.007/04, ,  Indonesia","Jakarta,  Indonesia",16JGD05,2002-01-23,LOS-DO,082-0248305-6,6,1,,No,Yes,FILTHY,SALMONELLA,,,,,,,SHRIMP & PRAWNS
3003044889,Pt. Fishindomakmur Santoso Frozen Seafoods Processor & Expor,Jl. Raya Cakung-Alincing Kv Rt.007/04,,Jakarta,,ID, Indonesia,"Jl. Raya Cakung-Alincing Kv Rt.007/04, ,  Indonesia","Jakarta,  Indonesia",16JGD05,2002-01-23,LOS-DO,082-0248305-6,6,2,,No,No,SALMONELLA,FILTHY,,,,,,,SHRIMP & PRAWNS
3003044889,Pt. Fishindomakmur Santoso Frozen Seafoods Processor & Expor,Jl. Raya Cakung-Alincing Kv Rt.007/04,,Jakarta,,ID, Indonesia,"Jl. Raya Cakung-Alincing Kv Rt.007/04, ,  Indonesia","Jakarta,  Indonesia",16JGD05,2002-01-23,LOS-DO,082-0248305-6,7,1,,No,No,FILTHY,SALMONELLA,,,,,,,SHRIMP & PRAWNS
3003044889,Pt. Fishindomakmur Santoso Frozen Seafoods Processor & Expor,Jl. Raya Cakung-Alincing Kv Rt.007/04,,Jakarta,,ID, Indonesia,"Jl. Raya Cakung-Alincing Kv Rt.007/04, ,  Indonesia","Jakarta,  Indonesia",16JGD05,2002-01-23,LOS-DO,082-0248305-6,8,1,,No,No,SALMONELLA,FILTHY,,,,,,,SHRIMP & PRAWNS
3003044889,Pt. Fishindomakmur Santoso Frozen Seafoods Processor & Expor,Jl. Raya Cakung-Alincing Kv Rt.007/04,,Jakarta,,ID, Indonesia,"Jl. Raya Cakung-Alincing Kv Rt.007/04, ,  Indonesia","Jakarta,  Indonesia",16JGD05,2002-01-23,LOS-DO,082-0248305-6,9,1,,No,No,FILTHY,SALMONELLA,,,,,,,SHRIMP & PRAWNS
13133,Suryo Udyog,"Industrial Estate, Paradipgarh",Via: Kujang District,Jagatsinghapur,Orissa,IN, India,"Industrial Estate, Paradipgarh, Orissa,  India","Jagatsinghapur,  India",16XGD21,2002-01-24,LOS-DO,595-2242636-6,5,1,,Yes,No,FILTHY,,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
1000477729,Bay Sea Food Ltd.,10 Crooked Lane,,Calcutta,W. Bengal,IN, India,"10 Crooked Lane, W. Bengal,  India","Calcutta,  India",16JGT05,2002-01-31,LOS-DO,082-0251402-5,1,1,,No,No,SALMONELLA,FILTHY,,,,,,,SHRIMP & PRAWNS
3003331076,"Ningbo Today Food Co., Ltd.",No. 38 Zhongxing East Rd,Fenghua,Ningbo,Zhejiang,CN, China,"No. 38 Zhongxing East Rd, Zhejiang,  China","Ningbo,  China",16JEE05,2002-01-31,NWE-DO,MC2-0001318-3,1,1,,Yes,Yes,FILTHY,,,,,,,,SHRIMP & PRAWNS
1000344022,Balaji Bio Tech Limited,Vakadu (Thupillipalem) Village,Vakadu Mandal,Nellore,Andhra Pradesh,IN, India,"Vakadu (Thupillipalem) Village, Andhra Pradesh,  India","Nellore,  India",16XGD21,2002-01-31,LOS-DO,713-0160897-3,2,1,,Yes,No,FILTHY,SALMONELLA,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
3003237711,Peoples Fisheries  Pvt Ltd.,"C/3 Fish Harbour, West Wharf",,Karachi,,PK, Pakistan,"C/3 Fish Harbour, West Wharf, ,  Pakistan","Karachi,  Pakistan",16XGT21,2002-01-31,LOS-DO,AF0-0012594-4,5,1,,Yes,No,FILTHY,,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
3004284409,"Gemini Sea Food, Ltd.","Jabusha, Rupsha",,Khulna,None of the above,BD, Bangladesh,"Jabusha, Rupsha, None of the above,  Bangladesh","Khulna,  Bangladesh",16XGD21,2002-02-04,NYK-DO,109-0033617-2,1,1,,No,No,FILTHY,,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
3004284409,"Gemini Sea Food, Ltd.","Jabusha, Rupsha",,Khulna,None of the above,BD, Bangladesh,"Jabusha, Rupsha, None of the above,  Bangladesh","Khulna,  Bangladesh",16XGD21,2002-02-04,NYK-DO,109-0033617-2,2,1,,Yes,No,SALMONELLA,,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
3004284409,"Gemini Sea Food, Ltd.","Jabusha, Rupsha",,Khulna,None of the above,BD, Bangladesh,"Jabusha, Rupsha, None of the above,  Bangladesh","Khulna,  Bangladesh",16XGD21,2002-02-04,NYK-DO,109-0033617-2,3,1,,No,No,FILTHY,,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
