MFG_FIRM_FEI_NUM,Declared_Manufacturer,LINE1_ADRS,LINE2_ADRS,CITY_NAME,PROVINCE_STATE,ISO_CNTRY_CODE,COUNTRY_NAME,FULL_ADDRESS,CITY_COUNTRY,PRODUCT_CODE,REFUSAL_DATE,DISTRICT,ENTRY_NUM,RFRNC_DOC_ID,LINE_NUM,LINE_SFX_ID,FDA_SAMPLE_ANALYSIS,PRIVATE_LAB_ANALYSIS,ACT_SECTION_CHARGES,REFUSAL_CHARGES_1,REFUSAL_CHARGES_2,REFUSAL_CHARGES_3,REFUSAL_CHARGES_4,REFUSAL_CHARGES_5,REFUSAL_CHARGES_6,REFUSAL_CHARGES_7,PRDCT_CODE_DESC_TEXT
3010000000,BLUE FIN FROZEN FOODS PVT LTD,L - 72 Plot No,,Panvel,Maharashtra,IN,India,"L - 72 Plot No, Panvel, Maharashtra, India","Panvel, India",16XGD21,2/15/2018,DNEI,KM6-3511823-5,21,2,,No,Yes,249,FILTHY,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
3010000000,Millennium Ocean Star Corporation - Cebu Plant,Lot 4010,Barangay Pangdan,Cebu,Central Visayas,PH,Philippines,"Lot 4010, Cebu, Central Visayas, Philippines","Cebu, Philippines",16XGD21,4/3/2015,LOS-DO,MH4-0432309-8,1,1,,Yes,No,9,SALMONELLA,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
3010000000,Liberty Frozen Foods Private Limited,A' Block,,Visakhapatnam,Andhra Pradesh,IN,India,"A' Block, Visakhapatnam, Andhra Pradesh, India","Visakhapatnam, India",16XGD21,5/31/2017,DWCI,KM6-1502963-4,11,1,,Yes,No,9,SALMONELLA,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
3010000000,Lee Fung Marine Products Trading Co,25 Bonham Strand West,,Hong Kong,,HK,Hong Kong,"25 Bonham Strand West, Hong Kong, , Hong Kong","Hong Kong, Hong Kong",16JGT05,5/1/2018,DNEI,KM6-3512530-5,91,1,,No,No,2860,VETDRUGES,,,,,,,SHRIMP & PRAWNS
1000000000,"Anraj Fish Products Industries, Ltd.",West Sholashahar,301 Hathazari Road,Chittagong,Chittagong,BD,Bangladesh,"West Sholashahar, Chittagong, Chittagong, Bangladesh","Chittagong, Bangladesh",16XGD21,7/30/2018,DNEI,KM6-3513933-0,21,1,,No,No,"9, 249",SALMONELLA, FILTHY,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
3000000000,"B.S.A.FOOD PRODUCTS CO.,LTD",Bangya Coldstorage,1278 Wichienchodok Road,Muang Samut Sakhon,Samut Sakhon,TH,Thailand,"Bangya Coldstorage, Muang Samut Sakhon, Samut Sakhon, Thailand","Muang Samut Sakhon, Thailand",16JGD05,7/14/2018,DNEI,KM6-3514192-2,11,4,,No,No,"328, 9, 249",USUAL NAME, SALMONELLA, FILTHY,,,,,SHRIMP & PRAWNS
3000000000,Hoang Phuong Seafood Factory,Tai Van Village,"No. 934, Lot A, No. 24 Provincial Road",Soc Trang,Soc Trang,VN,Vietnam,"Tai Van Village, Soc Trang, Soc Trang, Vietnam","Soc Trang, Vietnam",16XGT21,3/4/2015,NYK-DO,KU5-0117225-8,1,1,,No,Yes,2860,VETDRUGES,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
3010000000,M/S. Milesh Marine Exports,"Survey No: 83, Munipeda Village",Kruthivennu Mandal,Krishna District,,IN,India,"Survey No: 83, Munipeda Village, Krishna District, , India","Krishna District, India",16XGT21,12/15/2017,DNBI,KM6-1508571-9,11,1,,Yes,No,249,FILTHY,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
3010000000,M/S. Milesh Marine Exports,"Survey No: 83, Munipeda Village",Kruthivennu Mandal,Krishna District,,IN,India,"Survey No: 83, Munipeda Village, Krishna District, , India","Krishna District, India",16XGT21,12/15/2017,DNBI,KM6-1508571-9,11,2,,Yes,No,249,FILTHY,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
3010000000,M/S. Milesh Marine Exports,"Survey No: 83, Munipeda Village",Kruthivennu Mandal,Krishna District,,IN,India,"Survey No: 83, Munipeda Village, Krishna District, , India","Krishna District, India",16XGT21,12/15/2017,DNBI,KM6-1508571-9,11,4,,Yes,No,249,FILTHY,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
3010000000,NGOC LIEN IMPORT - EXPORT - TRAD,Phu District,"72, Tran Tan, Tan Son Nh",Ho Chi Minh,,VN,Vietnam,"Phu District, Ho Chi Minh, , Vietnam","Ho Chi Minh, Vietnam",16YCE12,6/20/2017,DNEI,KM6-3504146-0,71,1,,Yes,No,83,NO PROCESS,,,,,,,"SHRIMP PASTE, FISHERY PRODUCTS, N.E.C."
3000000000,Jagadeesh Marine Exports,1-174 Komarada Road,Rayalam Village,"Bhimavaram, West Godavari",Andhra Pradesh,IN,India,"1-174 Komarada Road, Bhimavaram, West Godavari, Andhra Pradesh, India","Bhimavaram, West Godavari, India",16XGN21,12/17/2015,DSWI,KM6-0141992-2,1,3,,Yes,No,2860,VETDRUGES,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
3000000000,Jagadeesh Marine Exports,1-174 Komarada Road,Rayalam Village,"Bhimavaram, West Godavari",Andhra Pradesh,IN,India,"1-174 Komarada Road, Bhimavaram, West Godavari, Andhra Pradesh, India","Bhimavaram, West Godavari, India",16XGT21,12/14/2017,DWCI,KM6-1509903-3,11,1,,Yes,No,9,SALMONELLA,,,,,,,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS"
