"","Year","State","Species","Product_Type","Unit","Value"
"420",2013,"VIRGINIA","TROUT","FINGERLINGS & FRY","DOLLARS",2896202.25
"421",2013,"VIRGINIA","TROUT","FOODSIZE","DOLLARS",2896202.25
"422",2013,"VIRGINIA","TROUT","STOCKERS","DOLLARS",137109
"423",2013,"WASHINGTON","FOOD FISH","NONE","DOLLARS",83570349
"424",2013,"WASHINGTON","OTHER SPECIES","NONE","DOLLARS",36904491
"425",2013,"WASHINGTON","ATLANTIC SALMON","NONE","DOLLARS",55740000
"426",2013,"WASHINGTON","PACIFIC SALMON","NONE","DOLLARS",36904491
"427",2013,"WASHINGTON","TROUT","NONE","DOLLARS",36904491
"428",2013,"WASHINGTON","TROUT","BROODSTOCK","DOLLARS",36904491
"429",2013,"WASHINGTON","TROUT","EGGS","DOLLARS",8250014
"430",2013,"WASHINGTON","TROUT","FINGERLINGS & FRY","DOLLARS",57601
"431",2013,"WASHINGTON","TROUT","FOODSIZE","DOLLARS",36904491
"432",2013,"WASHINGTON","TROUT","STOCKERS","DOLLARS",36904491
"433",2013,"WEST VIRGINIA","FOOD FISH","NONE","DOLLARS",1498521
"434",2013,"WEST VIRGINIA","HYBRID STRIPED BASS","NONE","DOLLARS",742255
"435",2013,"WEST VIRGINIA","CARP","NONE","DOLLARS",742255
"436",2013,"WEST VIRGINIA","GRASS CARP","NONE","DOLLARS",742255
"437",2013,"WEST VIRGINIA","CATFISH","NONE","DOLLARS",60160
"438",2013,"WEST VIRGINIA","CATFISH","BROODSTOCK","DOLLARS",742255
"439",2013,"WEST VIRGINIA","CATFISH","FINGERLINGS & FRY","DOLLARS",742255
"440",2013,"WEST VIRGINIA","CATFISH","FOODSIZE","DOLLARS",742255
"441",2013,"WEST VIRGINIA","ATLANTIC SALMON","NONE","DOLLARS",742255
"442",2013,"WEST VIRGINIA","TILAPIA","NONE","DOLLARS",742255
"443",2013,"WEST VIRGINIA","TROUT","NONE","DOLLARS",1365720
"444",2013,"WEST VIRGINIA","TROUT","FINGERLINGS & FRY","DOLLARS",742255
"445",2013,"WEST VIRGINIA","TROUT","FOODSIZE","DOLLARS",742255
"446",2013,"WEST VIRGINIA","TROUT","STOCKERS","DOLLARS",44619
"447",2013,"WISCONSIN","FOOD FISH","NONE","DOLLARS",2406691
"448",2013,"WISCONSIN","CATFISH","NONE","DOLLARS",13782
"449",2013,"WISCONSIN","CATFISH","FOODSIZE","DOLLARS",1077952
"450",2013,"WISCONSIN","CATFISH","STOCKERS","DOLLARS",1077952
"451",2013,"WISCONSIN","OTHER SPECIES","NONE","DOLLARS",1077952
"452",2013,"WISCONSIN","YELLOW PERCH","NONE","DOLLARS",171957
"453",2013,"WISCONSIN","TILAPIA","NONE","DOLLARS",1077952
"454",2013,"WISCONSIN","TROUT","NONE","DOLLARS",1941322
"455",2013,"WISCONSIN","TROUT","EGGS","DOLLARS",1077952
"456",2013,"WISCONSIN","TROUT","FINGERLINGS & FRY","DOLLARS",1077952
"457",2013,"WISCONSIN","TROUT","FOODSIZE","DOLLARS",1648130
"458",2013,"WISCONSIN","TROUT","STOCKERS","DOLLARS",285830
"459",2013,"WYOMING","FOOD FISH","NONE","DOLLARS",196000
"460",2013,"WYOMING","TILAPIA","NONE","DOLLARS",103500
"461",2013,"WYOMING","TROUT","NONE","DOLLARS",103500
"462",2013,"WYOMING","TROUT","BROODSTOCK","DOLLARS",103500
"463",2013,"WYOMING","TROUT","FINGERLINGS & FRY","DOLLARS",103500
"464",2013,"WYOMING","TROUT","FOODSIZE","DOLLARS",103500
"465",2013,"WYOMING","TROUT","STOCKERS","DOLLARS",11000
